"email";"programChannel";"gender";"firstName";"lastName";"birthday";"countryBirth";"nationality";"postalCode";"city";"country";"diploma";"diplomaChannel";"diplomaDetails";"diplomaYear";"establishment";"establishmentPostalCode";"establishmentCity"
"monemail220813@test.test";"AST2";"F";"MAXIME";"BINET";"1999-07-07";"FRA  ";"Française";"64600";"ANGLET";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"KEDGE BACHELOR";"2017";"KEDGE BUSINESS SCHOOL";"33405";"TALENCE"
"monemail220814@test.test";"AST2";"F";"ADÈLE";"FENNIRI";"2000-03-08";"FRA  ";"Française";"69680";"CHASSIEU";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2018";"IAELYON";"69008";"LYON"
"monemail220817@test.test";"AST1";"M";"MARGOT";"LORREYTE";"2000-08-03";"FRA  ";"Française";"59270";"BAILLEUL";"FRA  ";"DUT";" Autre - Préciser";"GENIE INDUSTRIEL ET MAINTENANCE";"2019";"UNIVERSITÉ POLYTECHNIQUE DES HAUTS DE FRANCE";"59313";"VALENCIENNES"
"monemail220818@test.test";"AST1";"M";"RAYAN";"AÏCHOUCHE";"2001-10-25";"FRA  ";"Française";"13012";"MARSEILLE";"FRA  ";"LICENCE 2";"ÉCONOMIE";;"2019";"UNIVERSITÉ CATHOLIQUE DE LILLE - FGES";"59800";"LILLE"
"monemail220819@test.test";"AST2";"M";"ABINAYA";"JARNY";"2001-11-08";"FRA  ";"Française";"75014";"PARIS";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"KEDGE BACHELOR";"2019";"KEDGE BUSINESS SCHOOL";"33400";"TALENCE"
"monemail220820@test.test";"AST2";"F";"AZIZ";"LAUTFI";"2000-11-15";"MAR  ";"Française";"13013";"MARSEILLE";"FRA  ";"MASTER 1";"ÉCONOMIE";;"2018";"FACULTÉ D'ÉCONOMIE-UNIVERSITE DE MONTPELLIER";"34960";"MONTPELLIER"
"monemail220821@test.test";"AST1";"M";"GUILLAUME";"CHILLÈS";"2002-10-13";"FRA  ";"Française";"59117";"WERVICQ-SUD";"FRA  ";"LICENCE 2";"ÉCONOMIE ET GESTION";;"2020";"SKEMA";"59777";"LILLE"
"monemail220822@test.test";"AST1";"M";"TANGUY";"TRAN";"2001-06-20";"FRA  ";"Française";"67120";"MOLSHEIM";"FRA  ";"DUT";"TECHNIQUES DE COMMERCIALISATION";;"2019";"I.U.T NANCY CHARLEMAGNE";"54000";"NANCY"
"monemail220823@test.test";"AST2";"M";"CLÉMENT";"ANZOUAN KACOU";"2000-12-29";"FRA  ";"Française";"34760";"BOUJAN ";"FRA  ";"LICENCE 3";"DROIT";;"2018";"UNIVERSITE TOULOUSE 1 CAPITOLE";"31000";"TOULOUSE "
"monemail220824@test.test";"AST2";"M";"JULIEN";"ARNAUD";"2002-04-10";"FRA  ";"Française";"59118";"WAMBRECHIES";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"SKEMA ";"59777";"LILLE"
"monemail220825@test.test";"AST2";"M";"PAUL";"FOUKA";"2000-06-27";"MAR  ";"Marocaine";"27182";"CASABLANCA, VILLE VERTE";"MAR  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"MANAGEMENT";"2018";"KEDGE BS";"33400";"TALENCE"
"monemail220827@test.test";"AST2";"F";"IMANE";"BENZAID";"1999-02-08";"FRA  ";"Française";"78150";"LE CHESNAY";"FRA  ";"LICENCE 3";"DROIT";;"2017";"UNIVERSITÉ PARIS II PANTHÉON-ASSAS";"75006";"PARIS"
"monemail220828@test.test";"AST2";"M";"ENZO";"SYLLA";"2000-04-30";"FRA  ";"Française";"67610";"LA WANTZENAU";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR RESPONSABLE DE DÉVELOPPEMENT COMMERCIAL";"2018";"CFA CCI ALSACE";"67021";"STRASBOURG"
"monemail220829@test.test";"AST2";"F";"VINCENT";"BEZZANOU";"2001-07-05";"FRA  ";"Française";"59130";"LAMBERSART";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"SKEMA BUSINESS SCHOOL LILLE";"59000";"LILLE"
"monemail220830@test.test";"AST1";"M";"TEO";"CORDA";"2003-11-20";"FRA  ";"Française";"33450";"SAINT-SULPICE ET CAMEYRAC";"FRA  ";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"2020";"LYCÉE GUSTAVE EIFFEL";"33800";"BORDEAUX"
"monemail220831@test.test";"AST2";"F";"TOM";"DELLI";"2000-01-20";"FRA  ";"Française";"69003";"LYON ";"FRA  ";"LICENCE 3";"GESTION";;"2018";"UNIVERSITÉ JEAN MOULIN LYON 3 ";"69008";"LYON "
"monemail220832@test.test";"AST2";"M";"ELODIE";"SION";"2001-09-01";"FRA  ";"Française";"22230";"LAURENAN - (22230)";"FRA  ";"LICENCE 3";"GESTION";;"2019";"IAE DE BREST";"29200";"BREST"
"monemail220833@test.test";"AST1";"M";"LAMIAA";"LAJOUANIE";"1999-08-11";"FRA  ";"Française";"69250";"CURRIS-AU-MONT-D'OR";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"2017";"UNIVERSITÉ JEAN MONNET";"42100";"SAINT-ETIENNE"
"monemail220834@test.test";"AST2";"M";"YASMINE";"PORTAL";"1998-10-19";"FRA  ";"Française";"95100";"ARGENTEUIL";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2016";"CERGY PARIS UNIVERSITÉ";"95000";"CERGY"
"monemail220835@test.test";"AST2";"F";"WAFAA";"JAFFAL";"2001-12-01";"FRA  ";"Française";"34970";"LATTES";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR OF INTERNATIONAL BUSINESS ADMINISTRATION";"2019";"MONTPELLIER BUSINESS SCHOOL";"34080";"MONTPELLIER"
"monemail220836@test.test";"AST1";"M";"NICOLAS";"KERKOUB";"2001-03-23";"FRA  ";"Française";"47310";"ROQUEFORT-LES-PINS";"FRA  ";"LICENCE 2";"ÉCONOMIE ET GESTION";;"2020";"ESDHEM";"92150";"SURESNES"
"monemail220837@test.test";"AST1";"F";"KÉVIN";"SENEPHO";"2001-09-10";"FRA  ";"Française";"67300";"SCHILTIGHEIM";"FRA  ";"BTS";"COMMERCE INTERNATIONAL";;"2019";"OMNIS";"67000";"STRASBOURG"
"monemail220838@test.test";"AST1";"M";"KASSUDA";"XU";"1997-03-16";"FRA  ";"Française";"77470";"SAINT-FIACRE";"FRA  ";"Diplôme homologué niveau III RNCP";" Autre - Préciser";"TITRE PROFESSIONNEL : GESTIONNAIRE DE L'ADMINISTRATION DES VENTES ET DE LA RELATION CLIENT";"2015";"ASCENCIA BUSINESS SCHOOL";"77185";"LOGNES"
"monemail220839@test.test";"AST1";"M";"ALEXANE";"CAPDELLAYRE";"2002-01-18";"FRA  ";"Française";"44300";"NANTES";"FRA  ";"BTS";"COMMERCE INTERNATIONAL";;"2020";"SAINT-FELIX-LA-SALLE";"44300";"NANTES"
"monemail220840@test.test";"AST1";"F";"MATTEO";"LEMOING";"2003-03-28";"FRA  ";"Française";"37150";"LA CROIX EN TOURAINE";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"2020";"IUT DE TOURS";"37100";"TOURS"
"monemail220843@test.test";"AST1";"F";"SOPHANNARIE";"JAIDI";"2002-04-13";"FRA  ";"Française";"34280";"LA GRANDE MOTTE";"FRA  ";"LICENCE 2";"GESTION";;"2020";"FACULTÉ DE GESTION, ECONOMIE & SCIENCES - LICENCES & PRÉPAS";"59016";"LILLE"
"monemail220844@test.test";"AST2";"M";"EMMA";"GUYOT";"2000-09-13";"ITA  ";"Polonaise";"75008";"PARIS";"FRA  ";"MASTER 1";" Autre - Préciser";"SCIENCE POLITIQUE";"2018";"UPEC";"75008";"PARIS"
"monemail220845@test.test";"AST2";"F";"CLAIRE";"AZEVEDO COSTA";"2001-02-07";"FRA  ";"Française";"34070";"MONTPELLIER";"FRA  ";"LICENCE 3";"ÉCONOMIE";;"2019";"UNIVERSITÉ DE MONTPELLIER";"34960";"MONTPELLIER"
"monemail220847@test.test";"AST2";"M";"ANTOINE";"DE CHATELLUS";"1997-04-10";"FRA  ";"Française";"68130";"ALTKIRCH";"FRA  ";"MASTER 2";"SCIENTIFIQUE";;"2015";"UNIVERSITÉ DE STRASBOURG - FACULTÉ DE PHARMACIE";"67400";"ILLKIRCH GRAFFENSTADEN"
"monemail220849@test.test";"AST2";"M";"ROTINDA";"MOMO NGUETSA ";"2000-02-27";"FRA  ";"Française";"38840";"SAINT LATTIER";"FRA  ";"LICENCE PROFESSIONNELLE";"COMMERCIALISATION DE PRODUITS ET SERVICES";;"2018";"ITEC BOISFLEURY";"38700";"LA TRONCHE"
"monemail220850@test.test";"AST1";"M";"MARIE";"HUIN";"2002-10-03";"FRA  ";"Française";"75016";"PARIS";"FRA  ";"LICENCE 2";"ÉCONOMIE";;"2020";"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE"
"monemail220851@test.test";"AST2";"M";"INES";"SENECAUT";"2001-02-27";"FRA  ";"Française";"59800";"LILLE";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE"
"monemail220852@test.test";"AST2";"F";"LOUTANDING";"FOLLIET";"1999-07-24";"FRA  ";"Française";"62117";"BREBIERES";"FRA  ";"MASTER 1";"COMMERCE/MARKETING";;"2017";"IAE LILLE";"59800";"LILLE"
"monemail220855@test.test";"AST2";"M";"ALEXANDRE";"LUCAS";"1999-04-19";"CIV  ";"Ivoirienne";"59000";"LILLE";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2017";"UNIVERSITÉ CATHOLIQUE DE LILLE";"59016";"LILLE CEDEX"
"monemail220856@test.test";"AST2";"M";"LILOU";"FABRE FALRET";"2001-02-05";"FRA  ";"Française";"31400";"TOULOUSE";"FRA  ";"LICENCE 3";"ÉCONOMIE";;"2019";"TOULOUSE SCHOOL OF ECONOMICS";"31400 - TO";"TOULOUSE"
"monemail220857@test.test";"AST2";"F";"BRAD";"BLANCHARD";"2001-08-24";"FRA  ";"Française";"78000";"VERSAILLES";"FRA  ";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"2019";"UNIVERSITÉ DE SAINT QUENTIN EN YVELINES";"78047";"GUYANCOURT"
"monemail220858@test.test";"AST2";"F";"EMMA ";"CLARISSE";"2001-01-09";"FRA  ";"Française";"66750";"SAINT CYPRIEN";"FRA  ";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"2019";"UNIVERSITE PARIS-SACLAY";"78280";"GUYANCOURT"
"monemail220860@test.test";"AST2";"F";"LAURA";"REGINENSI";"2001-06-02";"FRA  ";"Française";"75006";"PARIS";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"UNIVERSITÉ PARIS DAUPHINE-PSL";"75016";"PARIS"
"monemail220861@test.test";"AST2";"F";"HUGO";"VALLET";"2001-08-04";"FRA  ";"Française";"03200";"VICHY";"FRA  ";"LICENCE 3";"DROIT";;"2019";"UNIVERSITÉ CLERMONT AUVERGNE";"63000";"CLERMONT-FERRAND"
"monemail220863@test.test";"AST2";"F";"PAUL";"CHAUDRON";"2001-08-14";"FRA  ";"Française";"44210";"PORNIC";"FRA  ";"LICENCE 3";" Autre - Préciser";"DOUBLE LICENCE ECONOMIE-GESTION ET LANGUES ÉTRANGÈRES APPLIQUÉES";"2019";"UNIVERSITÉ GRENOBLE ALPES ANTENNE DE VALENCE";"26000";"VALENCE"
"monemail220865@test.test";"AST2";"F";"WILLIAM";"DELFOUR";"1999-11-06";"FRA  ";"Française";"59680";"QUIEVELON ";"FRA  ";"LICENCE PROFESSIONNELLE";"MANAGEMENT ET GESTION DES ORGANISATIONS";;"2018";"UNIVERSITÉ POLYTECHNIQUE DES HAUTS DE FRANCE ";"59300";"VALENCIENNES"
"monemail220867@test.test";"AST2";"M";"RAHMOUN";"LE GARREC";"1999-02-20";"FRA  ";"Française";"69007";"LYON";"FRA  ";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"2017";"UNIVERSITÉ LUMIERE LYON 2";"69676";"BRON CEDEX"
"monemail220868@test.test";"AST2";"F";"TANGUY";"ETCHEGARAY";"2001-03-10";"MAR  ";"Marocaine";"63300";"BERKANE";"MAR  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"EBS - EUROMED BUSINESS SCHOOL";"30020";"FÈS - MAROC"
"monemail220869@test.test";"AST2";"F";"PAUL";"DEBAIN";"2001-11-04";"FRA  ";"Française";"92140";"CLAMART";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"UNIVERSITÉ D'ANGERS - FACULTÉ DE DROIT, ÉCONOMIE ET GESTION";"49100";"ANGERS"
"monemail220870@test.test";"AST1";"F";"MYRIAM";"BATHILY";"2002-06-21";"FRA  ";"Française";"37000";"TOURS";"FRA  ";"CPGE";"SCIENTIFIQUE";;"2020";"LYCÉE GENERAL DESCARTES";"37000";"TOURS"
"monemail220873@test.test";"AST2";"M";"SAMSON";"BOULIN";"2001-03-31";"FRA  ";"Française";"59290";"WASQUEHAL";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"ESTICE";"59000";"LILLE"
"monemail220875@test.test";"AST1";"M";"CHLOÉ";"MADEC";"2000-01-19";"FRA  ";"Chinoise";"94400";"VITRY SUR SEINE";"FRA  ";"LICENCE 2";"ÉCONOMIE ET GESTION";;"2018";"UNIVERSITÉ PARIS 1 PANTHÉON SORBONNE";"75013";"PARIS"
"monemail220877@test.test";"AST2";"F";"MAIXENT";"MOREAU";"1999-08-05";"FRA  ";"Française";"07220";"SAINT MONTAN ";"FRA  ";"DUETI";"Préciser l'intitulé";"MANAGEMENT SCIENCES ET TECHNOLOGIES ";"2018";"IAE MONTPELLIER ";" 34090 ";"MONTPELLIER "
"monemail220878@test.test";"AST1";"M";"MAXIME";"WISCART";"2002-07-24";"FRA  ";"Française";"92200";"NEUILLY-SUR-SEINE";"FRA  ";"CPGE ENS CACHAN D2 (2ème année)";"ÉCONOMIE GESTION";;"2020";"ENC BESSIERES";"75017";"PARIS"
"monemail220879@test.test";"AST2";"F";"YOANN";"GOUDAIL";"2000-07-24";"FRA  ";"Française";"75001";"PARIS";"FRA  ";"Autre diplôme (nous contacter)";NULL;;"2018";"PARIS 1 PANTHÉON SORBONNE";"75231 CEDE";"PARIS"
"monemail220880@test.test";"AST1";"F";"NOA";"PRIM";"2002-04-29";"FRA  ";"Française";"86000";"POITIERS";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"2020";"DUT GEA 2 - GEST. ET MANAGEMENT DES ORGANISATIONS-POITIERS";"86000";"POITIERS"
"monemail220881@test.test";"AST1";"F";"RACHEL";"DE MILLEVILLE";"2002-01-23";"FRA  ";"Française";"92600";"ASNIERES SUR SEINE";"FRA  ";"BTS";"MANAGEMENT DES UNITES COMMERCIALES";;"2020";"NOTRE DAME DU GRANDCHAMP";"78000";"VERSAILLES"
"monemail220883@test.test";"AST2";"F";"MATTEO";"LARGE";"2001-10-12";"FRA  ";"Française";"35770";"VERN SUR SEICHE - FRANCE";"FRA  ";"LICENCE PROFESSIONNELLE";"E-COMMERCE ET MARKETING NUMERIQUE";;"2019";"IUT SAINT-BRIEUC";"22000";"SAINT-BRIEUC"
"monemail220884@test.test";"AST2";"F";"ALICE";"CHOUAF";"2001-11-21";"FRA  ";"Française";"75012";"PARIS";"FRA  ";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"2019";"INSTITUT CATHOLIQUE DE PARIS";"75006";"PARIS"
"monemail220886@test.test";"AST2";"F";"AYMEN";"FABRE";"2001-09-29";"FRA  ";"Française";"21000";"DIJON";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"MANAGMENT ";"2019";"BURGUNDY SCHOOL OF BUSINESS";"21000";"DIJON"
"monemail220887@test.test";"AST2";"F";"RÉMI";"CHEBIL";"2001-06-04";"FRA  ";"Française";"31150";"BRUGUIÈRES";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"management ";"2019";"TOULOUSE BUSINESS SCHOOL";"31130";" QUINT FONSEGRIVES"
"monemail220889@test.test";"AST2";"M";"LUCIANIE";"QUESNEL";"2000-02-08";"FRA  ";"Française";"34110";"FRONTIGNAN";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"BACHELOR EN MANAGEMENT";"2018";"TOULOUSE BUSINESS SCHOOL";"31130";"QUINT-FONSEGRIVES"
"monemail220894@test.test";"AST2";"F";"SANAH";"CERISOLA";"1998-04-08";"FRA  ";"Française";"33700";"MÉRIGNAC";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"MARKETING";"2017";"KEDGE BUSINESS SCHOOL";"33405";"TALENCE"
"monemail220895@test.test";"AST2";"M";"JIMMY";"BERTRAND";"2000-10-02";"FRA  ";"Française";"21240";"TALANT";"FRA  ";"MASTER 1";"FINANCE";;"2018";"UNIVERSITE DE FRANCHE-COMTE";"25000";"BESANÇON"
"monemail220896@test.test";"AST2";"F";"ANTOINE";"SERAN";"2000-06-09";"FRA  ";"Française";"78200";"PERDREAUVILLE";"FRA  ";"LICENCE 3";"GESTION";;"2018";"IUT MANTES EN YVELINES";"78200";"MANTES LA JOLIE"
"monemail220897@test.test";"AST1";"F";"RITA";"CALIXTE-PUR";"2002-12-11";"FRA  ";"Française";"92100";"BOULOGNE BILLANCOURT";"FRA  ";"LICENCE 2";"GESTION";;"2020";"UNIVERSITÉ CATHOLIQUE DE LILLE ";"59800";"LILLE "
"monemail220898@test.test";"AST2";"M";"LUCIE";"MICHE";"2000-09-30";"FRA  ";"Française";"92100";"BOULOGNE-BILLANCOURT";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"MANAGER EN HOTELLERIE INTERNATIONALE";"2018";"VATEL BRUXELLES";"1060";"BRUXELLES, BELGIQUE"
"monemail220899@test.test";"AST2";"F";"CARLA";"PEICH";"2001-12-25";"FRA  ";"Française";"31810";"LE VERNET";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"MANAGEMENT";"2019";"TOULOUSE BUSINESS SCHOOL ";"31130";"QUINT-FONSEGRIVES"
"monemail220900@test.test";"AST1";"M";"LOLA";"BEUVE";"2000-04-12";"FRA  ";"Française";"59700";"MARCQ-EN-BAROEUL";"FRA  ";"LICENCE 2";"GESTION";;"2020";"UNIVERSITÉ CATHOLIQUE DE LILLE ";"59800";"LILLE"
"monemail220903@test.test";"AST1";"M";"THIMOTÉ";"TADIER";"2002-06-15";"FRA  ";"Française";"59290";"WASQUEHAL";"FRA  ";"Autre diplôme (nous contacter)";NULL;;"2020";"ESDHEM";"59777";"LILLE"
"monemail220907@test.test";"AST2";"M";"CONSTANCE";"ESPINOZA";"2000-07-12";"REU  ";"Française";"13100";"AIXEN PROVENCE";"FRA  ";"LICENCE 3";" Autre - Préciser";"MANAGEMENT PUBLIC";"2018";"INSTITUT DE MANAGEMENT ET DE GOUVERNANCE TERRIROTIALE";"13100";" AIX EN PROVENCE"
"monemail220908@test.test";"AST1";"M";"MARTIN ";"SABRIA";"2001-03-20";"FRA  ";"Française";"13190";"ALLAUCH";"FRA  ";"LICENCE 2";"ÉCONOMIE ET GESTION";;"2020";"AIX-MARSEILLE UNIVERSITÉ";"13001";"MARSEILLE"
"monemail220909@test.test";"AST1";"M";"LISA";"HOLLICK";"2002-12-17";"FRA  ";"Française";"59134";"HERLIES";"FRA  ";"LICENCE 2";"ÉCONOMIE";;"2020";"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE"
"monemail220910@test.test";"AST1";"F";"BASTIEN";"CHEN";"2002-09-26";"FRA  ";"Française";"57000";"METZ";"FRA  ";"CPGE";"SCIENTIFIQUE";;"2020";"LYCEE LOUIS DE CORMONTAIGNE";"57010";"METZ"
"monemail220912@test.test";"AST1";"F";"MATHILDE";"PIRES";"2002-12-08";"FRA  ";"Française";"59800";"LILLE";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"2020";"UNIVERSITE DE LILLE";"59650";"VILLENEVEUSE D'ASCQ"
"monemail220913@test.test";"AST1";"F";"CAPUCINE";"BERGAGNINI";"2002-09-05";"FRA  ";"Française";"59130";"LAMBERSART";"FRA  ";"LICENCE 2";"ÉCONOMIE ET GESTION";;"2020";"SKEMA BUSINESS SCHOOL";"59777";"EURALILLE"
"monemail220914@test.test";"AST2";"F";"SALOMÉ";"FINIEL";"2000-01-10";"FRA  ";"Française";"83510";"LORGUES";"FRA  ";"Diplôme homologué niveau II RNCP";"Préciser l'intitulé";"RESPONSABLE MARKETING COMMERCE ET EXPÉRIENCE CLIENT";"2018";"ESCEN";"69002";"LYON"
"monemail220915@test.test";"AST2";"F";"MARIE";"MONZANI";"2002-02-14";"MAR  ";"Marocaine";"59000";"LILLE";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"SKEMA BUSINESS SCHOOL";"59000";"LILLE"
"monemail220917@test.test";"AST1";"F";"GUILLAUME";"LARDELLIER";"2002-10-22";"FRA  ";"Française";"62500";"SAINT-OMER";"FRA  ";"LICENCE 2";"ÉCONOMIE ET GESTION";;"2020";"ESDHEM -  SKEMA";"59777";"EURALILLE"
"monemail220918@test.test";"AST2";"M";"SELIM";"GILBERT";"1999-12-17";"FRA  ";"Française";"06330";"ROQUEFORT LES PINS";"FRA  ";"MASTER 1";"FINANCE";;"2017";"IAE - UCA";"06300";"NICE"
"monemail220919@test.test";"AST2";"F";"LISE";"ROUSSARIE";"2001-11-05";"FRA  ";"Française";"75018";"PARIS";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"UNIVERSITE PARIS NANTERRE";"92001";"NANTERRE"
"monemail220921@test.test";"AST1";"M";"MAXIME";"BOUQUEREL";"2001-01-30";"FRA  ";"Française";"11600";"VILLEGLY";"FRA  ";"LICENCE 2";"ÉCONOMIE";"ÉCOCOMIE - MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES";"2019";"UNIVERSITÉ TOULOUSE 1 CAPITOLE";"31000";"TOULOUSE"
"monemail220922@test.test";"AST1";"F";"CÉLESTIN";"MARCHE";"2002-11-25";"CHE  ";"Française";"59000";"LILLE";"FRA  ";"LICENCE 2";"ÉCONOMIE";;"2020";"LA CATHOLIQUE DE LILLE";"59000";"LILLE"
"monemail220923@test.test";"AST1";"M";"NATHAN";"ANGLARD";"2001-01-18";"FRA  ";"Française";"92210";"SAINT CLOUD";"FRA  ";"BTS";"COMMERCE INTERNATIONAL";;"2020";"CHARLES PEGUY";"75011";"PARIS"
"monemail220924@test.test";"AST1";"M";"GUILLAUME";"EIDEL";"2002-04-27";"FRA  ";"Française";"59280";"ARMENTIERES ";"FRA  ";"LICENCE 2";"GESTION";;"2020";"UNIVERSITÉ CATHOLIQUE DE LILLE";"59800";"LILLE"
"monemail220926@test.test";"AST1";"M";"RONAN";"THIERION";"2002-02-07";"FRA  ";"Française";"75016";"PARIS";"FRA  ";"LICENCE 2";"ÉCONOMIE";;"2020";"UNIVERSITÉ CATHOLIQUE DE LILLE";"59000";"LILLE"
"monemail220927@test.test";"AST1";"M";"CONSTANCE";"VATAR";"2000-02-14";"FRA  ";"Française";"75012";"PARIS";"FRA  ";"BTS";"COMMERCE INTERNATIONAL";;"2019";"BTS CHARLES-PÉGUY";"75011";"PARIS"
"monemail220928@test.test";"AST1";"M";"LOUIS";"DI-BATTISTA";"2002-11-25";"FRA  ";"Française";"93600";"AULNAY-SOUS-BOIS";"FRA  ";"BTS";"COMMERCE INTERNATIONAL";;"2020";"LYCÉE CHARLES PEGUY ";"93600";"AULNAY-SOUS-BOIS"
"monemail220930@test.test";"AST1";"M";"JULES";"DEDECKER";"2001-10-07";"FRA  ";"Française";"76000";"ROUEN";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"2020";"UNIVERSITE PARIS SUD IUT SCEAUX";"92330";"SCEAUX"
"monemail220931@test.test";"AST2";"F";"JOSÉPHINE";"SEEVARATNAM";"1997-05-17";"FRA  ";"Française";"71200";"LE CREUSOT";"FRA  ";"Bachelor obtenu en France et visé par le MESR";"Préciser l'intitulé";"MANAGEMENT INTERNATIONAL";"2015";"ESSCA SCHOOL OF MANAGEMENT";"13097";"AIX EN PROVENCE CEDEX 2"
"monemail220932@test.test";"AST1";"F";"PAUL";"LI";"2001-08-25";"FRA  ";"Française";"56190";"MUZILLAC";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS";;"2019";"IUT DE VANNES";"56000";"VANNES"
"monemail220933@test.test";"AST1";"F";"NICOLAS";"XU";"2003-01-24";"FRA  ";"Française";"33140";"VILLENAVE D'ORNON";"FRA  ";"LICENCE 2";"DROIT";;"2020";"SKEMA BUSINESS SCHOOL";"59777";"EURALILLE"
"monemail220934@test.test";"AST2";"F";"MARC";"CHARAI";"2000-11-02";"FRA  ";"Française";"75010";"PARIS";"FRA  ";"LICENCE 3";" Autre - Préciser";"HISTOIRE - SCIENCES POLITIQUES ";"2018";"INSTITUT CATHOLIQUE DE PARIS";"75006";"PARIS "
"monemail220935@test.test";"AST2";"F";"JULIEN";"CHEN";"2001-03-17";"FRA  ";"Française";"59910";"BONDUES";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2019";"ISTC";"59800";"LILLE"
"monemail220936@test.test";"AST1";"F";"CAMILLE";"DIARRA";"2002-01-24";"FRA  ";"Française";"80000";"AMIENS";"FRA  ";"DUT";"GESTION DES ENTREPRISES ET DES ADMINISTRATIONS - GESTION ET MANAGEMENT DES ORGANISATIONS";;"2020";"IUT D'AMIENS";"80025";"SALOUËL"
"monemail220939@test.test";"AST2";"M";"BASTIEN";"BONNEFOND";"2000-05-31";"FRA  ";"Française";"62232";"HINGES";"FRA  ";"LICENCE 3";"ÉCONOMIE ET GESTION";;"2018";"SKEMA BUSINESS SCHOOL";"59000";"LILLE"
"monemail220940@test.test";"AST2";"M";"MATHIEU";"BONHOMME";"2000-03-09";"FRA  ";"Française";"60240";"CHAUMONT-EN-VEXIN";"FRA  ";"LICENCE 3";"ADMINISTRATION ECONOMIQUE ET SOCIALE";;"2019";"LYCÉE LES BRUYÈRES / UNIVERSITÉ DE ROUEN ";"76000";"ROUEN"
"monemail220941@test.test";"AST1";"M";"CHIARA";"HOSNY";"2002-11-27";"FRA  ";"Française";"06600";"ANTIBES";"FRA  ";"LICENCE 2";"ÉCONOMIE ET GESTION";"ESDHEM";"2020";"SKEMA BUSINESS SCHOOL";"06902";"VALBONNE"
"monemail220943@test.test";"AST1";"M";"RACHA";"OUCHENIR";"2001-06-01";"FRA  ";"Française";"31240";"L’UNION";"FRA  ";"LICENCE 2";"ÉCONOMIE ET GESTION";;"2019";"UNIVERSITÉ TOULOUSE 1 CAPITOLE";"31042";"TOULOUSE CEDEX"
