"email";"xpType";"xpEstablishment";"xpStartDate";"xpEndDate";"xpTimeType";"xpPartialTime";"xpDuration";"xpStatus"
"monemail222847@test.test";"international";"STAGE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail222848@test.test";"international";"MODÈLE ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail222849@test.test";"international";"SEPT ";"2020-01-01";"2021-09-22";"partial";"0";"21";"accepted"
"monemail222850@test.test";"international";"DURANT ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail222851@test.test";"international";"STAGE ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail222853@test.test";"international";"2 ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail222854@test.test";"international";"DANS ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail222855@test.test";"international";"SERVEUR ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail222859@test.test";"international";"1. ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail222860@test.test";"international";"OCT ";"2020-01-01";"2021-04-25";"full";"0";"16";"accepted"
"monemail222862@test.test";"international";"JUIN-JUILLET ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail222864@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail222866@test.test";"international";"MAI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail222867@test.test";"international";"DANS ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222868@test.test";"international";"DURANT ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail222870@test.test";"international";"- ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail222871@test.test";"international";"CHEF ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail222874@test.test";"international";"STAGE ";"2020-01-01";"2021-09-22";"partial";"0";"21";"accepted"
"monemail222875@test.test";"international";"MARS ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail222877@test.test";"international";"J'AI ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail222878@test.test";"international";"J'AI ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail222880@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222881@test.test";"international";"BRENDAN ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail222882@test.test";"international";"JOB ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail222883@test.test";"international";"MONITEUR ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail222884@test.test";"international";"VENDEUSE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222885@test.test";"international";"ASSISTANCE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail222887@test.test";"international";"TUTRICE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail222888@test.test";"international";"ANIMATRICE ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail222889@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail222890@test.test";"international";"ÉTUDIANT, ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail222891@test.test";"international";"- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail222892@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222893@test.test";"international";"JUIN ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail222898@test.test";"international";"BUSINESS ";"2020-01-01";"2020-07-29";"full";"0";"7";"accepted"
"monemail222899@test.test";"international";"STAGE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222901@test.test";"international";"DIVERS ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail222902@test.test";"international";"JANVIER ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail222904@test.test";"international";"FÉVRIER ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail222905@test.test";"international";"- ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail222909@test.test";"international";"DU ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail222912@test.test";"international";"B&B ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail222913@test.test";"international";"JUIN ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail222914@test.test";"international";"COMPTABILITÉ, ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222916@test.test";"international";"JANVIER ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail222917@test.test";"international";"2021-2022: ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail222918@test.test";"international";"HÔTE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail222920@test.test";"international";"STAGE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail222921@test.test";"international";"MANUTENTION, ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail222923@test.test";"international";"CHARGÉ ";"2020-01-01";"2021-08-23";"partial";"0";"20";"accepted"
"monemail222924@test.test";"international";"J'AI ";"2020-01-01";"2020-03-16";"partial";"0";"2.5";"accepted"
"monemail222926@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2022-05-20";"partial";"0";"29";"accepted"
"monemail222928@test.test";"international";"- ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail222929@test.test";"international";"DEPUIS ";"2020-01-01";"2022-08-18";"partial";"0";"32";"accepted"
"monemail222930@test.test";"international";"JE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222931@test.test";"international";"VOLONTAIRE ";"2020-01-01";"2023-09-12";"partial";"0";"45";"accepted"
"monemail222933@test.test";"international";"KEYLESS ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail222934@test.test";"international";"STAGE ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail222936@test.test";"international";"- ";"2020-01-01";"2023-07-14";"partial";"0";"43";"accepted"
"monemail222937@test.test";"international";"JUILLET ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail222940@test.test";"international";"J'AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail222942@test.test";"international";"STAGES ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail222943@test.test";"international";"-	STAGE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222945@test.test";"international";"CDD ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail222946@test.test";"international";"EMPLOYÉE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail222947@test.test";"international";"EQUIPIÉ ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail222948@test.test";"international";"AGENT ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail222949@test.test";"international";"SERVICES ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222950@test.test";"international";"RESTAURATION, ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail222952@test.test";"international";"NAGEUR ";"2020-01-01";"2021-05-25";"partial";"0";"17";"accepted"
"monemail222953@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222954@test.test";"international";"- ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail222957@test.test";"international";"FLEURISTE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail222958@test.test";"international";"AGENT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222959@test.test";"international";"- ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail222960@test.test";"international";"IL ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail222961@test.test";"international";"CONSULTANTE ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail222962@test.test";"international";"J’AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222963@test.test";"international";"CHRISTIAN ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail222964@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail222965@test.test";"international";"- ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail222966@test.test";"international";"ALTERNANCE ";"2020-01-01";"2024-07-08";"partial";"0";"55";"accepted"
"monemail222967@test.test";"international";"- ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail222968@test.test";"international";"JUILLET ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail222971@test.test";"international";"OCTOBRE ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail222973@test.test";"international";"2022 ";"2020-01-01";"2021-08-23";"partial";"0";"20";"accepted"
"monemail222975@test.test";"international";"J'AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail222976@test.test";"international";"RESPONSABLE ";"2020-01-01";"2020-07-29";"full";"0";"7";"accepted"
"monemail222977@test.test";"international";"ASSISTANT ";"2020-01-01";"2021-05-25";"partial";"0";"17";"accepted"
"monemail222978@test.test";"international";"--> ";"2020-01-01";"2024-10-06";"partial";"0";"58";"accepted"
"monemail222980@test.test";"international";"- ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail222981@test.test";"international";"- ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail222983@test.test";"international";"J'AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail222984@test.test";"international";"-PROFESSEUR ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail222985@test.test";"international";"CONSEILLER ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail222986@test.test";"international";"DEPUIS ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail222987@test.test";"international";"- ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail222989@test.test";"international";"AUTO-ENTREPRENEUR ";"2020-01-01";"2023-04-15";"partial";"0";"40";"accepted"
"monemail222990@test.test";"international";"TECHNICIEN ";"2020-01-01";"2023-09-12";"partial";"0";"45";"accepted"
"monemail222992@test.test";"international";"[2019-2020; ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail222993@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail222995@test.test";"international";"BABY-SITTING ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail222996@test.test";"international";"NORDCALL, ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail222997@test.test";"international";"CONSEILLÈRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail223000@test.test";"international";"TANA, ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail223002@test.test";"international";"2020 ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail223004@test.test";"international";"AU ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail223005@test.test";"international";"IMMOBILIER, ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223007@test.test";"international";"DIEPPE ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail223010@test.test";"international";"TECHNICO-COMMERCIAL ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223011@test.test";"international";"DU ";"2020-01-01";"2020-02-15";"partial";"0";"1.5";"accepted"
"monemail223012@test.test";"international";"MA ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail223014@test.test";"international";"12 ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail223015@test.test";"international";"-STAGE ";"2020-01-01";"2021-10-22";"partial";"0";"22";"accepted"
"monemail223016@test.test";"international";"PÉRIODE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223017@test.test";"international";"CIC ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223018@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-02-21";"partial";"0";"1.7";"accepted"
"monemail223020@test.test";"international";"J'AI ";"2020-01-01";"2020-04-15";"partial";"0";"3.5";"accepted"
"monemail223021@test.test";"international";"STAGIAIRE ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail223022@test.test";"international";"JUILLET ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223025@test.test";"international";"CDD ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223027@test.test";"international";"BONJOUR, ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223029@test.test";"international";"AUTO-ENTREPRENEUR ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail223033@test.test";"international";"JUILLET ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail223034@test.test";"international";"JANVIER ";"2020-01-01";"2021-05-25";"full";"0";"17";"accepted"
"monemail223035@test.test";"international";"ÉQUIPIÈRE ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223039@test.test";"international";"AOÛT ";"2020-01-01";"2020-02-08";"partial";"0";"1.25";"accepted"
"monemail223041@test.test";"international";"STAGE ";"2020-01-01";"2021-05-25";"partial";"0";"17";"accepted"
"monemail223043@test.test";"international";"- ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223045@test.test";"international";"EUROTEC ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail223049@test.test";"international";"CHARGÉ ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail223050@test.test";"international";"LES ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223053@test.test";"international";"GESTIONNAIRE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223054@test.test";"international";"- ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail223055@test.test";"international";"CDD ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223057@test.test";"international";"J'AI ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223059@test.test";"international";"AGENT ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223060@test.test";"international";" ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223062@test.test";"international";"ROTHSCHILD ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail223064@test.test";"international";"JUIN ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223065@test.test";"international";"JANVIER ";"2020-01-01";"2022-05-20";"partial";"0";"29";"accepted"
"monemail223066@test.test";"international";"STAGE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223067@test.test";"international";"- ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223068@test.test";"international";"DU ";"2020-01-01";"2020-02-08";"partial";"0";"1.25";"accepted"
"monemail223070@test.test";"international";"STOCK ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail223071@test.test";"international";"-STAGE ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail223073@test.test";"international";"DE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223075@test.test";"international";"TOUT ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223078@test.test";"international";"AOÛT ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223079@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2021-09-22";"partial";"0";"21";"accepted"
"monemail223080@test.test";"international";"JOUR ";"2020-01-01";"2022-09-17";"partial";"0";"33";"accepted"
"monemail223085@test.test";"international";"J'AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223086@test.test";"international";"VOICI ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223088@test.test";"international";"- ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223089@test.test";"international";"MARS ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223091@test.test";"international";"STAGIAIRE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail223092@test.test";"international";"STAGIAIRE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223094@test.test";"international";"BABY-SITTING ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223095@test.test";"international";"- ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail223096@test.test";"international";"CONSEILLER ";"2020-01-01";"2023-12-11";"partial";"0";"48";"accepted"
"monemail223097@test.test";"international";"STAGE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223098@test.test";"international";"->STAGE ";"2020-01-01";"2021-02-09";"partial";"0";"13.5";"accepted"
"monemail223103@test.test";"international";"SURVEILLANCE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223104@test.test";"international";"EMPLOYÉ ";"2020-01-01";"2020-07-14";"partial";"0";"6.5";"accepted"
"monemail223107@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2022-02-19";"partial";"0";"26";"accepted"
"monemail223109@test.test";"international";"FÉVRIER ";"2020-01-01";"2023-06-14";"partial";"0";"42";"accepted"
"monemail223110@test.test";"international";"CHEF ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail223111@test.test";"international";"ACTION ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223113@test.test";"international";"1ÈRE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail223116@test.test";"international";"SARL ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223119@test.test";"international";"VENDEUSE-PRÉPARATRICE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223121@test.test";"international";"2 ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail223122@test.test";"international";"GESTIONNAIRE ";"2020-01-01";"2021-09-22";"partial";"0";"21";"accepted"
"monemail223123@test.test";"international";"DIVERSES ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail223125@test.test";"international";"3,58 ";"2020-01-01";"2020-10-28";"partial";"0";"10.03";"accepted"
"monemail223126@test.test";"international";"FÉVRIER ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail223127@test.test";"international";"STAGE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223130@test.test";"international";"STAGE ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223131@test.test";"international";"POUR ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail223135@test.test";"international";"STAGE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223138@test.test";"international";"DIFFÉRENTS ";"2020-01-01";"2022-09-17";"partial";"0";"33";"accepted"
"monemail223140@test.test";"international";"PROFESSEUR ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223142@test.test";"international";"AU ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223148@test.test";"international";"ALTERNANTE ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail223149@test.test";"international";"ALTERNANCE ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail223151@test.test";"international";"STAGE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223152@test.test";"international";"MARS ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail223153@test.test";"international";"- ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223155@test.test";"international";"JE ";"2020-01-01";"2021-05-25";"full";"0";"17";"accepted"
"monemail223156@test.test";"international";"- ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223158@test.test";"international";"JE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223160@test.test";"international";"2022-JANVIER ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223161@test.test";"international";"PRÉPARATEUR ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223165@test.test";"international";"MON ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223169@test.test";"international";"GITE-AUBERGE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223170@test.test";"international";"J'AI ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223172@test.test";"international";"AGENT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223175@test.test";"international";"SOCIÉTÉ ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail223177@test.test";"international";"CDD ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223179@test.test";"international";"11/05/2020 ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223180@test.test";"international";"LVMH ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223181@test.test";"international";"J'AI ";"2020-01-01";"2020-10-27";"full";"0";"10";"accepted"
"monemail223182@test.test";"international";"COMPAGNONS ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223184@test.test";"international";"EMPLOYÉE ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail223185@test.test";"international";"DEPUIS ";"2020-01-01";"2024-04-09";"partial";"0";"52";"accepted"
"monemail223188@test.test";"international";"ASSISTANTE ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail223189@test.test";"international";"- ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223190@test.test";"international";"AOÛT ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223191@test.test";"international";"STAGE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail223192@test.test";"international";"01/07/19 ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223193@test.test";"international";"STAGE ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223194@test.test";"international";"DÉCEMBRE ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail223196@test.test";"international";"— ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223198@test.test";"international";"VENTE, ";"2020-01-01";"2022-07-19";"partial";"0";"31";"accepted"
"monemail223200@test.test";"international";"- ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail223201@test.test";"international";"JUILLET ";"2020-01-01";"2022-03-21";"partial";"0";"27";"accepted"
"monemail223202@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223203@test.test";"international";"ROLF ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail223204@test.test";"international";"STAGE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223205@test.test";"international";"MAI ";"2020-01-01";"2020-03-16";"partial";"0";"2.5";"accepted"
"monemail223206@test.test";"international";"GÉRANT ";"2020-01-01";"2022-09-17";"partial";"0";"33";"accepted"
"monemail223208@test.test";"international";"JUIN-JUILLET ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223209@test.test";"international";"• ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail223211@test.test";"international";"MAI ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223212@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223213@test.test";"international";"CDD ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail223216@test.test";"international";"ANIMATEUR ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail223217@test.test";"international";"FACTEUR ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223219@test.test";"international";"LORS ";"2020-01-01";"2021-08-23";"partial";"0";"20";"accepted"
"monemail223221@test.test";"international";"2022 ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail223223@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223224@test.test";"international";"PAC ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223226@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2020-05-30";"full";"0";"5";"accepted"
"monemail223228@test.test";"international";"- ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223230@test.test";"international";"JUIN-JUILLET ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223232@test.test";"international";"2021 ";"2020-01-01";"2020-07-29";"full";"0";"7";"accepted"
"monemail223234@test.test";"international";"FÉVRIER ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail223235@test.test";"international";"SECRÉTAIRE: ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223236@test.test";"international";"SERVEUR ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223238@test.test";"international";"DEPUIS ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail223239@test.test";"international";"- ";"2020-01-01";"2020-11-26";"full";"0";"11";"accepted"
"monemail223240@test.test";"international";"AVRIL ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223242@test.test";"international";"DANS ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223243@test.test";"international";"-	BABY-SITTING ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223244@test.test";"international";"EN ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail223247@test.test";"international";"MAI-JUIN ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail223250@test.test";"international";"J'AI ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail223251@test.test";"international";"STAGE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail223252@test.test";"international";"DEPUIS ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail223254@test.test";"international";"SERVEUSE ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail223255@test.test";"international";"DE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223256@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2022-08-18";"partial";"0";"32";"accepted"
"monemail223257@test.test";"international";"CRÉATION ";"2020-01-01";"2021-11-21";"partial";"0";"23";"accepted"
"monemail223258@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail223259@test.test";"international";"JUIN ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail223260@test.test";"international";"SERVEUR ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail223263@test.test";"international";"CONSEILLÈRE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
