"email";"typeExam";"score"
"monemail220870@test.test";"4";"980"
"monemail220873@test.test";"2";"303"
"monemail220873@test.test";"4";"965"
"monemail220875@test.test";"1";"123"
"monemail220875@test.test";"4";"920"
"monemail220877@test.test";"2";"207"
"monemail220877@test.test";"4";"735"
"monemail220878@test.test";"8";"67"
"monemail220878@test.test";"1";"91"
"monemail220879@test.test";"2";"230"
"monemail220879@test.test";"4";"970"
"monemail220880@test.test";"1";"107"
"monemail220880@test.test";"4";"865"
"monemail220881@test.test";"1";"81"
"monemail220881@test.test";"4";"810"
"monemail220883@test.test";"2";"250"
"monemail220883@test.test";"4";"755"
"monemail220884@test.test";"2";"263"
"monemail220884@test.test";"4";"830"
"monemail220886@test.test";"2";"327"
"monemail220886@test.test";"4";"850"
"monemail220887@test.test";"2";"203"
"monemail220887@test.test";"4";"920"
"monemail220889@test.test";"2";"280"
"monemail220889@test.test";"4";"985"
"monemail220894@test.test";"2";"230"
"monemail220894@test.test";"4";"925"
"monemail220895@test.test";"2";"230"
"monemail220895@test.test";"4";"965"
"monemail220896@test.test";"2";"200"
"monemail220896@test.test";"4";"745"
"monemail220897@test.test";"1";"109"
"monemail220897@test.test";"4";"910"
"monemail220898@test.test";"2";"363"
"monemail220898@test.test";"4";"945"
"monemail220899@test.test";"2";"167"
"monemail220899@test.test";"4";"910"
"monemail220900@test.test";"1";"110"
"monemail220900@test.test";"4";"505"
"monemail220903@test.test";"1";"107"
"monemail220903@test.test";"4";"920"
"monemail220907@test.test";"2";"260"
"monemail220907@test.test";"4";"900"
"monemail220908@test.test";"1";"100"
"monemail220908@test.test";"4";"675"
"monemail220909@test.test";"1";"121"
"monemail220909@test.test";"4";"865"
"monemail220910@test.test";"1";"75"
"monemail220910@test.test";"4";"810"
"monemail220912@test.test";"1";"71"
"monemail220912@test.test";"4";"735"
"monemail220913@test.test";"1";"110"
"monemail220913@test.test";"4";"945"
"monemail220914@test.test";"2";"210"
"monemail220914@test.test";"4";"960"
"monemail220915@test.test";"2";"117"
"monemail220915@test.test";"4";"705"
"monemail220917@test.test";"1";"110"
"monemail220917@test.test";"4";"845"
"monemail220918@test.test";"2";"243"
"monemail220918@test.test";"4";"960"
"monemail220919@test.test";"2";"233"
"monemail220919@test.test";"4";"935"
"monemail220921@test.test";"1";"84"
"monemail220921@test.test";"4";"685"
"monemail220922@test.test";"1";"95"
"monemail220922@test.test";"4";"925"
"monemail220923@test.test";"1";"104"
"monemail220923@test.test";"4";"810"
"monemail220924@test.test";"1";"100"
"monemail220924@test.test";"4";"875"
"monemail220926@test.test";"1";"93"
"monemail220926@test.test";"4";"950"
"monemail220927@test.test";"1";"118"
"monemail220927@test.test";"4";"925"
"monemail220928@test.test";"1";"93"
"monemail220928@test.test";"4";"895"
"monemail220930@test.test";"1";"75"
"monemail220930@test.test";"4";"540"
"monemail220931@test.test";"2";"180"
"monemail220931@test.test";"4";"905"
"monemail220932@test.test";"1";"105"
"monemail220932@test.test";"4";"900"
"monemail220933@test.test";"1";"97"
"monemail220933@test.test";"4";"905"
"monemail220934@test.test";"2";"173"
"monemail220934@test.test";"4";"785"
"monemail220935@test.test";"2";"240"
"monemail220935@test.test";"4";"750"
"monemail220936@test.test";"1";"100"
"monemail220936@test.test";"4";"875"
"monemail220939@test.test";"2";"317"
"monemail220939@test.test";"4";"860"
"monemail220940@test.test";"2";"197"
"monemail220940@test.test";"4";"820"
"monemail220941@test.test";"1";"111"
"monemail220941@test.test";"4";"825"
"monemail220943@test.test";"1";"100"
"monemail220943@test.test";"4";"920"
"monemail220944@test.test";"2";"237"
"monemail220944@test.test";"4";"905"
"monemail220947@test.test";"2";"313"
"monemail220947@test.test";"4";"900"
"monemail220948@test.test";"1";"80"
"monemail220948@test.test";"4";"580"
"monemail220949@test.test";"1";"72"
"monemail220949@test.test";"4";"250"
"monemail220951@test.test";"1";"122"
"monemail220951@test.test";"4";"890"
"monemail220952@test.test";"1";"99"
"monemail220952@test.test";"4";"850"
"monemail220953@test.test";"1";"114"
"monemail220953@test.test";"4";"900"
"monemail220954@test.test";"1";"125"
"monemail220954@test.test";"4";"910"
"monemail220955@test.test";"1";"94"
"monemail220955@test.test";"4";"600"
"monemail220956@test.test";"1";"146"
"monemail220956@test.test";"4";"945"
"monemail220957@test.test";"1";"113"
"monemail220957@test.test";"4";"895"
"monemail220958@test.test";"2";"220"
"monemail220958@test.test";"4";"795"
"monemail220962@test.test";"1";"125"
"monemail220962@test.test";"4";"930"
"monemail220963@test.test";"2";"290"
"monemail220963@test.test";"4";"875"
"monemail220964@test.test";"2";"320"
"monemail220964@test.test";"4";"890"
"monemail220965@test.test";"2";"243"
"monemail220965@test.test";"4";"685"
"monemail220966@test.test";"1";"99"
"monemail220966@test.test";"4";"930"
"monemail220968@test.test";"2";"190"
"monemail220968@test.test";"4";"920"
"monemail220969@test.test";"1";"116"
"monemail220969@test.test";"4";"960"
"monemail220970@test.test";"2";"317"
"monemail220970@test.test";"4";"965"
"monemail220973@test.test";"1";"99"
"monemail220973@test.test";"4";"690"
"monemail220974@test.test";"1";"103"
"monemail220974@test.test";"4";"965"
"monemail220976@test.test";"1";"96"
"monemail220976@test.test";"4";"930"
"monemail220977@test.test";"1";"121"
"monemail220977@test.test";"4";"890"
"monemail220978@test.test";"1";"119"
"monemail220978@test.test";"4";"960"
"monemail220979@test.test";"1";"79"
"monemail220979@test.test";"4";"820"
"monemail220980@test.test";"1";"118"
"monemail220980@test.test";"4";"940"
"monemail220981@test.test";"1";"101"
"monemail220981@test.test";"4";"860"
"monemail220982@test.test";"2";"227"
"monemail220982@test.test";"4";"865"
"monemail220984@test.test";"1";"126"
"monemail220984@test.test";"4";"900"
"monemail220985@test.test";"1";"96"
"monemail220985@test.test";"4";"560"
"monemail220986@test.test";"2";"217"
"monemail220986@test.test";"4";"965"
"monemail220988@test.test";"1";"108"
"monemail220988@test.test";"4";"905"
"monemail220991@test.test";"1";"96"
"monemail220991@test.test";"4";"895"
"monemail220992@test.test";"1";"107"
"monemail220992@test.test";"4";"775"
"monemail220995@test.test";"1";"79"
"monemail220995@test.test";"4";"865"
"monemail220996@test.test";"2";"250"
"monemail220996@test.test";"4";"880"
"monemail220997@test.test";"1";"122"
"monemail220997@test.test";"4";"680"
"monemail220998@test.test";"2";"277"
"monemail220998@test.test";"4";"940"
"monemail220999@test.test";"2";"337"
"monemail220999@test.test";"4";"930"
"monemail221000@test.test";"1";"91"
"monemail221000@test.test";"4";"900"
"monemail221001@test.test";"1";"130"
"monemail221001@test.test";"4";"970"
"monemail221005@test.test";"1";"105"
"monemail221005@test.test";"4";"805"
"monemail221006@test.test";"2";"253"
"monemail221006@test.test";"4";"970"
"monemail221007@test.test";"1";"112"
"monemail221007@test.test";"4";"915"
"monemail221009@test.test";"2";"237"
"monemail221009@test.test";"4";"960"
"monemail221011@test.test";"1";"100"
"monemail221011@test.test";"4";"920"
"monemail221012@test.test";"2";"320"
"monemail221012@test.test";"4";"850"
"monemail221013@test.test";"2";"177"
"monemail221013@test.test";"4";"665"
"monemail221014@test.test";"2";"247"
"monemail221014@test.test";"4";"915"
"monemail221016@test.test";"1";"89"
"monemail221016@test.test";"4";"860"
"monemail221018@test.test";"8";"64"
"monemail221018@test.test";"2";"250"
"monemail221019@test.test";"2";"280"
"monemail221019@test.test";"4";"670"
"monemail221020@test.test";"1";"75"
"monemail221020@test.test";"4";"695"
"monemail221021@test.test";"2";"253"
"monemail221021@test.test";"4";"975"
"monemail221023@test.test";"1";"91"
"monemail221023@test.test";"4";"770"
"monemail221026@test.test";"1";"79"
"monemail221026@test.test";"4";"630"
"monemail221029@test.test";"1";"140"
"monemail221029@test.test";"4";"900"
"monemail221030@test.test";"1";"82"
"monemail221030@test.test";"4";"820"
"monemail221031@test.test";"2";"320"
"monemail221031@test.test";"4";"930"
"monemail221033@test.test";"2";"163"
"monemail221033@test.test";"4";"645"
"monemail221034@test.test";"2";"327"
"monemail221034@test.test";"4";"930"
"monemail221035@test.test";"2";"183"
"monemail221035@test.test";"4";"810"
"monemail221036@test.test";"2";"120"
"monemail221036@test.test";"4";"815"
"monemail221038@test.test";"1";"126"
"monemail221038@test.test";"4";"770"
"monemail221039@test.test";"2";"260"
"monemail221039@test.test";"4";"915"
"monemail221042@test.test";"1";"104"
"monemail221042@test.test";"4";"685"
"monemail221044@test.test";"2";"250"
"monemail221044@test.test";"4";"785"
"monemail221045@test.test";"2";"223"
"monemail221045@test.test";"4";"575"
"monemail221046@test.test";"2";"203"
"monemail221046@test.test";"4";"890"
"monemail221047@test.test";"1";"95"
"monemail221047@test.test";"4";"935"
"monemail221048@test.test";"2";"253"
"monemail221048@test.test";"4";"915"
"monemail221049@test.test";"2";"270"
"monemail221049@test.test";"4";"905"
"monemail221051@test.test";"2";"263"
"monemail221051@test.test";"4";"645"
"monemail221053@test.test";"2";"290"
"monemail221053@test.test";"4";"770"
"monemail221054@test.test";"1";"109"
"monemail221054@test.test";"4";"725"
"monemail221055@test.test";"2";"217"
"monemail221055@test.test";"4";"670"
"monemail221057@test.test";"1";"113"
"monemail221057@test.test";"4";"860"
"monemail221059@test.test";"1";"105"
"monemail221059@test.test";"4";"815"
"monemail221060@test.test";"2";"343"
"monemail221060@test.test";"4";"960"
"monemail221061@test.test";"2";"297"
"monemail221061@test.test";"4";"800"
"monemail221062@test.test";"2";"310"
"monemail221062@test.test";"4";"840"
"monemail221063@test.test";"1";"123"
"monemail221063@test.test";"4";"905"
"monemail221064@test.test";"2";"280"
"monemail221064@test.test";"4";"940"
"monemail221065@test.test";"1";"70"
"monemail221065@test.test";"4";"900"
"monemail221066@test.test";"2";"240"
"monemail221066@test.test";"4";"970"
"monemail221068@test.test";"1";"101"
"monemail221068@test.test";"4";"900"
"monemail221069@test.test";"2";"343"
"monemail221069@test.test";"4";"955"
"monemail221070@test.test";"2";"347"
"monemail221070@test.test";"4";"955"
"monemail221071@test.test";"2";"377"
"monemail221071@test.test";"4";"850"
"monemail221072@test.test";"2";"317"
"monemail221072@test.test";"4";"925"
"monemail221073@test.test";"1";"104"
"monemail221073@test.test";"4";"870"
"monemail221075@test.test";"1";"84"
"monemail221075@test.test";"4";"865"
"monemail221076@test.test";"2";"263"
"monemail221076@test.test";"4";"960"
"monemail221078@test.test";"1";"88"
"monemail221078@test.test";"4";"965"
"monemail221081@test.test";"2";"260"
"monemail221081@test.test";"4";"920"
"monemail221082@test.test";"2";"223"
"monemail221082@test.test";"4";"725"
"monemail221083@test.test";"1";"65"
"monemail221083@test.test";"4";"700"
"monemail221084@test.test";"2";"217"
"monemail221084@test.test";"4";"935"
"monemail221086@test.test";"2";"230"
"monemail221086@test.test";"4";"885"
"monemail221087@test.test";"1";"100"
"monemail221087@test.test";"4";"880"
"monemail221088@test.test";"1";"83"
"monemail221088@test.test";"4";"735"
"monemail221089@test.test";"1";"124"
"monemail221089@test.test";"4";"895"
"monemail221090@test.test";"2";"197"
"monemail221090@test.test";"4";"905"
"monemail221091@test.test";"1";"90"
"monemail221091@test.test";"4";"930"
"monemail221092@test.test";"1";"77"
"monemail221092@test.test";"4";"505"
"monemail221093@test.test";"2";"377"
"monemail221093@test.test";"4";"915"
"monemail221095@test.test";"7";"8"
"monemail221095@test.test";"2";"250"
"monemail221096@test.test";"2";"240"
"monemail221096@test.test";"4";"990"
"monemail221097@test.test";"2";"247"
"monemail221097@test.test";"4";"865"
"monemail221098@test.test";"2";"253"
"monemail221098@test.test";"4";"980"
"monemail221099@test.test";"1";"107"
"monemail221099@test.test";"4";"935"
"monemail221101@test.test";"1";"98"
"monemail221101@test.test";"4";"755"
"monemail221102@test.test";"2";"170"
"monemail221102@test.test";"4";"790"
"monemail221103@test.test";"1";"98"
"monemail221103@test.test";"4";"870"
"monemail221104@test.test";"1";"85"
"monemail221104@test.test";"4";"830"
"monemail221106@test.test";"2";"217"
"monemail221106@test.test";"4";"900"
"monemail221107@test.test";"2";"373"
"monemail221107@test.test";"4";"945"
"monemail221109@test.test";"2";"387"
"monemail221109@test.test";"4";"950"
"monemail221110@test.test";"1";"82"
"monemail221110@test.test";"4";"855"
"monemail221112@test.test";"1";"65"
"monemail221112@test.test";"4";"895"
"monemail221113@test.test";"1";"132"
"monemail221113@test.test";"4";"970"
"monemail221115@test.test";"2";"170"
"monemail221115@test.test";"4";"915"
"monemail221116@test.test";"2";"177"
"monemail221116@test.test";"4";"820"
"monemail221119@test.test";"1";"136"
"monemail221119@test.test";"4";"935"
"monemail221120@test.test";"1";"67"
"monemail221120@test.test";"4";"625"
"monemail221122@test.test";"1";"95"
"monemail221122@test.test";"4";"815"
"monemail221123@test.test";"2";"270"
"monemail221123@test.test";"4";"930"
"monemail221126@test.test";"2";"340"
"monemail221126@test.test";"4";"945"
"monemail221127@test.test";"2";"170"
"monemail221127@test.test";"4";"680"
"monemail221128@test.test";"2";"187"
"monemail221128@test.test";"4";"965"
"monemail221129@test.test";"1";"145"
"monemail221129@test.test";"4";"890"
"monemail221130@test.test";"2";"317"
"monemail221130@test.test";"4";"925"
"monemail221131@test.test";"2";"187"
"monemail221131@test.test";"4";"970"
"monemail221133@test.test";"2";"270"
"monemail221133@test.test";"4";"965"
"monemail221134@test.test";"2";"250"
"monemail221134@test.test";"4";"965"
"monemail221136@test.test";"2";"213"
"monemail221136@test.test";"4";"765"
"monemail221137@test.test";"1";"133"
"monemail221137@test.test";"4";"930"
"monemail221138@test.test";"1";"109"
"monemail221138@test.test";"4";"855"
"monemail221139@test.test";"2";"197"
"monemail221139@test.test";"4";"755"
"monemail221142@test.test";"2";"223"
"monemail221142@test.test";"4";"920"
"monemail221145@test.test";"2";"327"
"monemail221145@test.test";"4";"910"
"monemail221146@test.test";"2";"217"
"monemail221146@test.test";"4";"825"
"monemail221147@test.test";"2";"213"
"monemail221147@test.test";"4";"840"
"monemail221149@test.test";"2";"263"
"monemail221149@test.test";"4";"940"
"monemail221150@test.test";"1";"86"
"monemail221150@test.test";"4";"810"
"monemail221154@test.test";"2";"327"
"monemail221154@test.test";"4";"940"
"monemail221155@test.test";"2";"287"
"monemail221155@test.test";"4";"815"
"monemail221156@test.test";"2";"273"
"monemail221156@test.test";"4";"920"
"monemail221157@test.test";"2";"360"
"monemail221157@test.test";"4";"905"
"monemail221158@test.test";"2";"257"
"monemail221158@test.test";"4";"945"
"monemail221159@test.test";"2";"303"
"monemail221159@test.test";"4";"875"
"monemail221160@test.test";"2";"290"
"monemail221160@test.test";"4";"885"
"monemail221161@test.test";"1";"71"
"monemail221161@test.test";"4";"945"
"monemail221162@test.test";"1";"114"
"monemail221162@test.test";"4";"830"
"monemail221165@test.test";"2";"350"
"monemail221165@test.test";"4";"960"
"monemail221166@test.test";"2";"220"
"monemail221166@test.test";"4";"840"
"monemail221167@test.test";"2";"287"
"monemail221167@test.test";"4";"990"
"monemail221168@test.test";"1";"85"
"monemail221168@test.test";"4";"800"
"monemail221169@test.test";"2";"297"
"monemail221169@test.test";"4";"925"
"monemail221170@test.test";"1";"93"
"monemail221170@test.test";"4";"805"
"monemail221171@test.test";"2";"323"
"monemail221171@test.test";"4";"855"
"monemail221172@test.test";"1";"104"
"monemail221172@test.test";"4";"850"
"monemail221174@test.test";"2";"257"
"monemail221174@test.test";"4";"935"
"monemail221175@test.test";"1";"76"
"monemail221175@test.test";"4";"620"
"monemail221176@test.test";"5";"104"
"monemail221176@test.test";"2";"330"
"monemail221177@test.test";"2";"273"
"monemail221177@test.test";"4";"955"
"monemail221179@test.test";"2";"323"
"monemail221179@test.test";"4";"930"
"monemail221180@test.test";"7";"7.5"
"monemail221180@test.test";"2";"237"
"monemail221181@test.test";"5";"76"
"monemail221181@test.test";"1";"67"
"monemail221183@test.test";"2";"157"
"monemail221183@test.test";"4";"810"
"monemail221184@test.test";"2";"300"
"monemail221184@test.test";"4";"920"
"monemail221185@test.test";"2";"217"
"monemail221185@test.test";"4";"485"
"monemail221188@test.test";"2";"317"
"monemail221188@test.test";"4";"975"
"monemail221190@test.test";"1";"69"
"monemail221190@test.test";"4";"770"
"monemail221192@test.test";"2";"350"
"monemail221192@test.test";"4";"935"
"monemail221194@test.test";"2";"280"
"monemail221194@test.test";"4";"795"
"monemail221196@test.test";"2";"313"
"monemail221196@test.test";"4";"820"
"monemail221197@test.test";"2";"317"
"monemail221197@test.test";"4";"985"
"monemail221198@test.test";"2";"280"
"monemail221198@test.test";"4";"780"
"monemail221199@test.test";"2";"210"
"monemail221199@test.test";"4";"940"
"monemail221200@test.test";"2";"247"
"monemail221200@test.test";"4";"940"
"monemail221201@test.test";"2";"320"
"monemail221201@test.test";"4";"920"
"monemail221202@test.test";"1";"128"
"monemail221202@test.test";"4";"930"
"monemail221203@test.test";"2";"297"
"monemail221203@test.test";"4";"915"
"monemail221206@test.test";"2";"227"
"monemail221206@test.test";"4";"955"
"monemail221207@test.test";"2";"273"
"monemail221207@test.test";"4";"820"
"monemail221209@test.test";"2";"200"
"monemail221209@test.test";"4";"935"
"monemail221210@test.test";"2";"287"
"monemail221210@test.test";"4";"820"
"monemail221211@test.test";"1";"112"
"monemail221211@test.test";"4";"935"
"monemail221212@test.test";"2";"243"
"monemail221212@test.test";"4";"900"
"monemail221213@test.test";"2";"383"
"monemail221213@test.test";"4";"975"
"monemail221214@test.test";"1";"107"
"monemail221214@test.test";"4";"945"
"monemail221215@test.test";"1";"106"
"monemail221215@test.test";"4";"850"
"monemail221216@test.test";"2";"220"
"monemail221216@test.test";"4";"730"
"monemail221217@test.test";"2";"353"
"monemail221217@test.test";"4";"945"
"monemail221219@test.test";"2";"243"
"monemail221219@test.test";"4";"920"
"monemail221220@test.test";"2";"100"
"monemail221220@test.test";"4";"530"
"monemail221221@test.test";"1";"100"
"monemail221221@test.test";"4";"965"
"monemail221222@test.test";"2";"290"
"monemail221222@test.test";"4";"960"
"monemail221223@test.test";"2";"250"
"monemail221223@test.test";"4";"910"
"monemail221224@test.test";"1";"72"
"monemail221224@test.test";"4";"710"
"monemail221225@test.test";"1";"136"
"monemail221225@test.test";"4";"935"
"monemail221227@test.test";"1";"136"
"monemail221227@test.test";"4";"965"
"monemail221228@test.test";"1";"98"
"monemail221228@test.test";"4";"715"
"monemail221229@test.test";"2";"223"
"monemail221229@test.test";"4";"785"
"monemail221230@test.test";"2";"273"
"monemail221230@test.test";"4";"990"
"monemail221231@test.test";"2";"203"
"monemail221231@test.test";"4";"780"
"monemail221233@test.test";"2";"247"
"monemail221233@test.test";"4";"900"
"monemail221234@test.test";"2";"210"
"monemail221234@test.test";"4";"760"
"monemail221237@test.test";"2";"247"
"monemail221237@test.test";"4";"930"
"monemail221238@test.test";"1";"112"
"monemail221238@test.test";"4";"885"
"monemail221239@test.test";"2";"347"
"monemail221239@test.test";"4";"915"
"monemail221240@test.test";"2";"257"
"monemail221240@test.test";"4";"975"
"monemail221241@test.test";"2";"267"
"monemail221241@test.test";"4";"935"
"monemail221242@test.test";"2";"317"
"monemail221242@test.test";"4";"940"
"monemail221243@test.test";"2";"200"
"monemail221243@test.test";"4";"800"
"monemail221244@test.test";"2";"313"
"monemail221244@test.test";"4";"975"
"monemail221245@test.test";"2";"337"
"monemail221245@test.test";"4";"895"
"monemail221246@test.test";"2";"357"
"monemail221246@test.test";"4";"960"
"monemail221247@test.test";"1";"117"
"monemail221247@test.test";"4";"790"
"monemail221248@test.test";"2";"380"
"monemail221248@test.test";"4";"950"
"monemail221249@test.test";"1";"99"
"monemail221249@test.test";"4";"785"
"monemail221250@test.test";"2";"230"
"monemail221250@test.test";"4";"895"
"monemail221251@test.test";"2";"210"
"monemail221251@test.test";"4";"985"
"monemail221252@test.test";"8";"68"
"monemail221252@test.test";"1";"125"
"monemail221253@test.test";"2";"320"
"monemail221253@test.test";"4";"805"
"monemail221255@test.test";"2";"227"
"monemail221255@test.test";"4";"915"
"monemail221256@test.test";"1";"113"
"monemail221256@test.test";"4";"695"
"monemail221258@test.test";"2";"197"
"monemail221258@test.test";"4";"825"
"monemail221260@test.test";"2";"247"
"monemail221260@test.test";"4";"875"
"monemail221261@test.test";"2";"183"
"monemail221261@test.test";"4";"990"
"monemail221262@test.test";"2";"180"
"monemail221262@test.test";"4";"860"
"monemail221263@test.test";"1";"136"
"monemail221263@test.test";"4";"890"
"monemail221266@test.test";"2";"247"
"monemail221266@test.test";"4";"940"
"monemail221267@test.test";"1";"74"
"monemail221267@test.test";"4";"860"
"monemail221268@test.test";"2";"220"
"monemail221268@test.test";"4";"505"
"monemail221269@test.test";"2";"193"
"monemail221269@test.test";"4";"875"
"monemail221270@test.test";"1";"111"
"monemail221270@test.test";"4";"470"
"monemail221271 @test.test";"2";"333"
"monemail221271 @test.test";"4";"870"
"monemail221272@test.test";"2";"237"
"monemail221272@test.test";"4";"900"
"monemail221274@test.test";"1";"103"
"monemail221274@test.test";"4";"745"
"monemail221279@test.test";"1";"77"
"monemail221279@test.test";"4";"590"
"monemail221280@test.test";"1";"102"
"monemail221280@test.test";"4";"720"
"monemail221281@test.test";"2";"350"
"monemail221281@test.test";"4";"840"
"monemail221283@test.test";"2";"300"
"monemail221283@test.test";"4";"930"
"monemail221284@test.test";"2";"273"
"monemail221284@test.test";"4";"970"
"monemail221285@test.test";"2";"227"
"monemail221285@test.test";"4";"930"
"monemail221286@test.test";"1";"96"
"monemail221286@test.test";"4";"825"
"monemail221288@test.test";"1";"59"
"monemail221288@test.test";"4";"790"
"monemail221289@test.test";"2";"183"
"monemail221289@test.test";"4";"790"
"monemail221290@test.test";"1";"120"
"monemail221290@test.test";"4";"645"
"monemail221293@test.test";"1";"76"
"monemail221293@test.test";"4";"675"
"monemail221295@test.test";"2";"210"
"monemail221295@test.test";"4";"875"
"monemail221296@test.test";"2";"313"
"monemail221296@test.test";"4";"980"
"monemail221297@test.test";"1";"115"
"monemail221297@test.test";"4";"915"
"monemail221299@test.test";"1";"88"
"monemail221299@test.test";"4";"900"
"monemail221302@test.test";"2";"283"
"monemail221302@test.test";"4";"760"
"monemail221304@test.test";"2";"190"
"monemail221304@test.test";"4";"900"
"monemail221305@test.test";"2";"337"
"monemail221305@test.test";"4";"950"
"monemail221306@test.test";"2";"323"
"monemail221306@test.test";"4";"910"
"monemail221307@test.test";"2";"277"
"monemail221307@test.test";"4";"940"
"monemail221308@test.test";"2";"97"
"monemail221308@test.test";"4";"860"
"monemail221311@test.test";"2";"173"
"monemail221311@test.test";"4";"490"
"monemail221312@test.test";"1";"88"
"monemail221312@test.test";"4";"980"
"monemail221313@test.test";"2";"313"
"monemail221313@test.test";"4";"930"
"monemail221314@test.test";"2";"253"
"monemail221314@test.test";"4";"895"
"monemail221315@test.test";"1";"133"
"monemail221315@test.test";"4";"945"
"monemail221316@test.test";"2";"307"
"monemail221316@test.test";"4";"970"
"monemail221317@test.test";"2";"290"
"monemail221317@test.test";"4";"895"
"monemail221318@test.test";"2";"167"
"monemail221318@test.test";"4";"835"
"monemail221320@test.test";"2";"210"
"monemail221320@test.test";"4";"835"
"monemail221321@test.test";"1";"38"
"monemail221321@test.test";"4";"710"
"monemail221322@test.test";"1";"93"
"monemail221322@test.test";"4";"930"
"monemail221323@test.test";"2";"200"
"monemail221323@test.test";"4";"930"
"monemail221324@test.test";"2";"303"
"monemail221324@test.test";"4";"925"
"monemail221325@test.test";"2";"370"
"monemail221325@test.test";"4";"960"
"monemail221326@test.test";"1";"99"
"monemail221326@test.test";"4";"855"
"monemail221327@test.test";"2";"297"
"monemail221327@test.test";"4";"945"
"monemail221328@test.test";"1";"83"
"monemail221328@test.test";"4";"890"
"monemail221329@test.test";"2";"263"
"monemail221329@test.test";"4";"990"
"monemail221330@test.test";"2";"363"
"monemail221330@test.test";"4";"980"
"monemail221331@test.test";"2";"340"
"monemail221331@test.test";"4";"775"
"monemail221332@test.test";"2";"317"
"monemail221332@test.test";"4";"945"
"monemail221333@test.test";"1";"107"
"monemail221333@test.test";"4";"775"
"monemail221334@test.test";"2";"120"
"monemail221334@test.test";"4";"645"
"monemail221335@test.test";"2";"267"
"monemail221335@test.test";"4";"805"
"monemail221336@test.test";"2";"237"
"monemail221336@test.test";"4";"645"
"monemail221337@test.test";"2";"187"
"monemail221337@test.test";"4";"860"
"monemail221338@test.test";"1";"125"
"monemail221338@test.test";"4";"910"
"monemail221340@test.test";"2";"280"
"monemail221340@test.test";"4";"885"
"monemail221341@test.test";"2";"187"
"monemail221341@test.test";"4";"975"
"monemail221342@test.test";"5";"79"
"monemail221342@test.test";"2";"200"
"monemail221343@test.test";"2";"300"
"monemail221343@test.test";"4";"910"
"monemail221344@test.test";"2";"210"
"monemail221344@test.test";"4";"970"
"monemail221346@test.test";"2";"297"
"monemail221346@test.test";"4";"910"
"monemail221347@test.test";"1";"93"
"monemail221347@test.test";"4";"635"
"monemail221348@test.test";"2";"347"
"monemail221348@test.test";"4";"865"
"monemail221349@test.test";"2";"237"
"monemail221349@test.test";"4";"900"
"monemail221350@test.test";"2";"303"
"monemail221350@test.test";"4";"965"
"monemail221351@test.test";"1";"98"
"monemail221351@test.test";"4";"860"
"monemail221352@test.test";"2";"177"
"monemail221352@test.test";"4";"510"
"monemail221355@test.test";"1";"129"
"monemail221355@test.test";"4";"845"
"monemail221356@test.test";"1";"107"
"monemail221356@test.test";"4";"900"
"monemail221358@test.test";"2";"263"
"monemail221358@test.test";"4";"955"
"monemail221359@test.test";"2";"287"
"monemail221359@test.test";"4";"855"
"monemail221360@test.test";"2";"223"
"monemail221360@test.test";"4";"750"
"monemail221361@test.test";"1";"58"
"monemail221361@test.test";"4";"795"
"monemail221362@test.test";"2";"267"
"monemail221362@test.test";"4";"875"
"monemail221363@test.test";"2";"210"
"monemail221363@test.test";"4";"705"
"monemail221364@test.test";"2";"233"
"monemail221364@test.test";"4";"905"
"monemail221366@test.test";"2";"250"
"monemail221366@test.test";"4";"745"
"monemail221367@test.test";"2";"190"
"monemail221367@test.test";"4";"845"
"monemail221368@test.test";"2";"323"
"monemail221368@test.test";"4";"980"
"monemail221374@test.test";"1";"118"
"monemail221374@test.test";"4";"890"
"monemail221376@test.test";"2";"317"
"monemail221376@test.test";"4";"845"
"monemail221377@test.test";"2";"303"
"monemail221377@test.test";"4";"935"
"monemail221378@test.test";"2";"290"
"monemail221378@test.test";"4";"905"
"monemail221379@test.test";"1";"88"
"monemail221379@test.test";"4";"810"
"monemail221380@test.test";"1";"112"
"monemail221380@test.test";"4";"865"
"monemail221381@test.test";"1";"127"
"monemail221381@test.test";"4";"950"
"monemail221382@test.test";"1";"109"
"monemail221382@test.test";"4";"910"
"monemail221383@test.test";"2";"130"
"monemail221383@test.test";"4";"820"
"monemail221384@test.test";"1";"121"
"monemail221384@test.test";"4";"735"
"monemail221385@test.test";"2";"313"
"monemail221385@test.test";"4";"900"
"monemail221387@test.test";"1";"81"
"monemail221387@test.test";"4";"895"
"monemail221388@test.test";"1";"135"
"monemail221388@test.test";"4";"945"
"monemail221389@test.test";"1";"118"
"monemail221389@test.test";"4";"615"
"monemail221390@test.test";"2";"273"
"monemail221390@test.test";"4";"965"
"monemail221391@test.test";"2";"340"
"monemail221391@test.test";"4";"985"
"monemail221392@test.test";"2";"150"
"monemail221392@test.test";"4";"585"
"monemail221394@test.test";"2";"353"
"monemail221394@test.test";"4";"985"
"monemail221395@test.test";"2";"253"
"monemail221395@test.test";"4";"830"
"monemail221397@test.test";"1";"72"
"monemail221397@test.test";"4";"765"
"monemail221398@test.test";"2";"277"
"monemail221398@test.test";"4";"835"
"monemail221399@test.test";"2";"313"
"monemail221399@test.test";"4";"885"
"monemail221400@test.test";"2";"223"
"monemail221400@test.test";"4";"950"
"monemail221401@test.test";"1";"102"
"monemail221401@test.test";"4";"950"
"monemail221402@test.test";"1";"126"
