"email";"dual";"dualDiploma";"dualDiplomaChannel";"dualDiplomaDetails";"dualEstablishment";"dualEstablishmentPostalCode";"dualEstablishmentCity";"secondLanguageExam";"sport";"sportLevel";"scholarShip";"scholarShipLevel";"tt"
"monemail220988@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail220991@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail220992@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail220995@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail220996@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail220997@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail220998@test.test";"1";;;;;;;"Italien";"0";;"0";;"0"
"monemail220999@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221000@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221001@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221005@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221006@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221007@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221009@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221011@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail221012@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221013@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail221014@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221016@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221018@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221019@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221020@test.test";"1";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221021@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221023@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221026@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221029@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221030@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221031@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221033@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221034@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221035@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221036@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221038@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221039@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221042@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221044@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221045@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221046@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221047@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221048@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221049@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221051@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221053@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221054@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221055@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221057@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221059@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221060@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221061@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221062@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221063@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221064@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221065@test.test";"1";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221066@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221068@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221069@test.test";"1";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221070@test.test";"1";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221071@test.test";"1";;;;;;;"Italien";"0";;"1";;"0"
"monemail221072@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221073@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221075@test.test";"1";;;;;;;"Chinois";"0";;"0";;"0"
"monemail221076@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221078@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221081@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221082@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221083@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221084@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221086@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221087@test.test";"0";;;;;;;NULL;"0";;"0";;"0"
"monemail221088@test.test";"0";;;;;;;"Chinois";"0";;"1";;"0"
"monemail221089@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221090@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221091@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221092@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221093@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221095@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221096@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221097@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221098@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail221099@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221101@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221102@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221103@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221104@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221106@test.test";"0";;;;;;;NULL;"0";;"1";;"0"
"monemail221107@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221109@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221110@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221112@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221113@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221115@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221116@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221119@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221120@test.test";"0";;;;;;;"Allemand";"0";;"1";;"0"
"monemail221122@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221123@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221126@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221127@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221128@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221129@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221130@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221131@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221133@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221134@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221136@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221137@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221138@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221139@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221142@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221145@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221146@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221147@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221149@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221150@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221154@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail221155@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221156@test.test";"0";;;;;;;"Chinois";"0";;"0";;"0"
"monemail221157@test.test";"1";;;;;;;"Italien";"0";;"0";;"0"
"monemail221158@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221159@test.test";"1";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221160@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221161@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221162@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221165@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221166@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221167@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221168@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221169@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221170@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221171@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221172@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221174@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221175@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221176@test.test";"0";;;;;;;"Chinois";"0";;"0";;"0"
"monemail221177@test.test";"1";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221179@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221180@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221181@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221183@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221184@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221185@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221188@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221190@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221192@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221194@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221196@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221197@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221198@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221199@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221200@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221201@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221202@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221203@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221206@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221207@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221209@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221210@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221211@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221212@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221213@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221214@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221215@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"1"
"monemail221216@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221217@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221219@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221220@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221221@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221222@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221223@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail221224@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221225@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221227@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221228@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221229@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221230@test.test";"1";;;;;;;"Chinois";"0";;"0";;"0"
"monemail221231@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221233@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221234@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221237@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221238@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221239@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221240@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221241@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221242@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221243@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221244@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221245@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221246@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail221247@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221248@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221249@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221250@test.test";"1";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221251@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221252@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221253@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221255@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221256@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221258@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221260@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221261@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221262@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221263@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221266@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221267@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221268@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221269@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221270@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221271 @test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail221272@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221274@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221279@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221280@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221281@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221283@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221284@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221285@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221286@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221288@test.test";"0";;;;;;;"Arabe Littéral";"0";;"1";;"0"
"monemail221289@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221290@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221293@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221295@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221296@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221297@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221299@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221302@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221304@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221305@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221306@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221307@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221308@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221311@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221312@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221313@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221314@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221315@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221316@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221317@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221318@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221320@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221321@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221322@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221323@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221324@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221325@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221326@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221327@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221328@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221329@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221330@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221331@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221332@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221333@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221334@test.test";"0";;;;;;;"Arabe Littéral";"0";;"0";;"0"
"monemail221335@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221336@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221337@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221338@test.test";"1";;;;;;;"Italien";"0";;"0";;"0"
"monemail221340@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221341@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221342@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221343@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221344@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221346@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221347@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"1"
"monemail221348@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221349@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221350@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221351@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221352@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221355@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221356@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221358@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221359@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221360@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221361@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221362@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221363@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221364@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221366@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221367@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221368@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221374@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221376@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221377@test.test";"1";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221378@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221379@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221380@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221381@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221382@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221383@test.test";"1";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221384@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221385@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221387@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221388@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221389@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221390@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221391@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221392@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221394@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221395@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221397@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221398@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221399@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221400@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221401@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221402@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221403@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221405@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221408@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221409@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221410@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221411@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221412@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221414@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221417@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221418@test.test";"1";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221421@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221422@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221423@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221424@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221425@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221426@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221427@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221429@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221430@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221431@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221433@test.test";"1";;;;;;;"Italien";"0";;"0";;"0"
"monemail221434@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221436@test.test";"0";;;;;;;"Allemand";"0";;"1";;"0"
"monemail221437@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221438@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221439@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221440@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221441@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221442@test.test";"0";;;;;;;"Espagnol";"0";;"1";;"0"
"monemail221444@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221445@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221447@test.test";"0";;;;;;;"Allemand";"0";;"0";;"0"
"monemail221448@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221449@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221450@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221451@test.test";"0";;;;;;;"Russe";"0";;"1";;"0"
"monemail221452@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221453@test.test";"0";;;;;;;"Pas de LV2";"0";;"1";;"0"
"monemail221459@test.test";"1";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221460@test.test";"0";;;;;;;"Italien";"0";;"0";;"0"
"monemail221462@test.test";"0";;;;;;;"Pas de LV2";"0";;"0";;"0"
"monemail221464@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
"monemail221465@test.test";"0";;;;;;;"Espagnol";"0";;"0";;"0"
